Date,Product_ID,Stock_Level,Sales,Stock_to_Reorder,Day_of_Week,Month,Anomaly_Pred
2025-02-11,P002,50,22.78651102603838,20,1,2,1
2025-02-12,P002,50,18.959074621980005,20,2,2,0
2025-02-13,P002,50,23.50074497533259,20,3,2,0
2025-02-14,P002,50,22.19731580795324,20,4,2,0
2025-02-15,P002,50,23.241565193197147,20,5,2,1
2025-02-16,P002,50,24.543516544793516,20,6,2,1
2025-02-17,P002,50,22.576786670225154,20,0,2,1
2025-02-18,P002,50,23.394102289861376,20,1,2,1
2025-02-19,P002,50,19.56666588742756,20,2,2,0
2025-02-20,P002,50,24.10833624239506,20,3,2,1
2025-02-21,P002,50,22.804907076656647,20,4,2,1
2025-02-22,P002,50,23.849156463494776,20,5,2,1
2025-02-23,P002,50,25.151107817050537,20,6,2,1
2025-02-24,P002,50,23.184377942805032,20,0,2,1
2025-02-25,P002,50,24.001693562756053,20,1,2,1
2025-02-26,P002,50,20.174257160642725,20,2,2,0
2025-02-27,P002,50,24.715927515931806,20,3,2,1
2025-02-28,P002,50,23.412498349349068,20,4,2,1
2025-03-01,P002,50,24.456747735347616,20,5,3,0
2025-03-02,P002,50,25.75869908771844,20,6,3,0
2025-03-03,P002,50,23.79196921230842,20,0,3,1
2025-03-04,P002,50,24.609284831104677,20,1,3,0
2025-03-05,P002,50,20.781848427819362,20,2,3,0
2025-03-06,P002,50,25.32351877552697,20,3,3,0
2025-03-07,P002,50,24.02008960252564,20,4,3,0
2025-03-08,P002,50,25.06433898211871,20,5,3,0
2025-03-09,P002,50,26.3662903280729,20,6,3,0
2025-03-10,P002,50,24.39956044626522,20,0,3,1
2025-03-11,P002,50,25.21687605864458,20,1,3,0
2025-03-12,P002,50,21.38755037811474,20,2,3,0
2025-03-13,P002,50,25.927331454996214,20,3,3,0
2025-03-14,P002,50,24.622013011157595,20,4,3,0
2025-03-15,P002,50,25.66437311991103,20,5,3,0
2025-03-16,P002,50,26.96443519505003,20,6,3,0
2025-03-17,P002,50,24.99581604238369,20,0,3,1
2025-03-18,P002,50,25.801038633936614,20,1,3,0
2025-03-19,P002,50,21.9615092034119,20,2,3,0
2025-03-20,P002,50,26.491086530278988,20,3,3,0
2025-03-21,P002,50,25.175564336445834,20,4,3,0
2025-03-22,P002,50,26.207720695204788,20,5,3,0
2025-03-23,P002,50,27.474511437004825,20,6,3,0
2025-03-24,P002,50,25.472620951018484,20,0,3,1
2025-03-25,P002,50,26.254775959232187,20,1,3,0
2025-03-26,P002,50,22.39217894537278,20,2,3,0
2025-03-27,P002,50,26.89868868890815,20,3,3,0
2025-03-28,P002,50,25.560098911754842,20,4,3,0
2025-03-29,P002,50,26.53695177051051,20,5,3,0
2025-03-30,P002,50,27.771506595637458,20,6,3,0
2025-03-31,P002,50,25.737380192984297,20,0,3,1
2025-04-01,P002,50,26.48729928452422,20,1,4,0
2025-04-02,P002,50,22.592466354003275,20,2,4,0
2025-04-03,P002,50,27.066740180870642,20,3,4,0
2025-04-04,P002,50,25.658616862043072,20,4,4,0
2025-04-05,P002,50,26.598172095804262,20,5,4,0
2025-04-06,P002,50,27.795429295933804,20,6,4,1
2025-04-07,P002,50,25.724005268277594,20,0,4,1
2025-04-08,P002,50,26.43662673482333,20,1,4,0
2025-04-09,P002,50,22.504496179298652,20,2,4,0
2025-04-10,P002,50,26.908249964506556,20,3,4,0
2025-04-11,P002,50,25.46690422900815,20,4,4,0
2025-04-12,P002,50,26.373237046109978,20,5,4,0
2025-04-13,P002,50,27.537271829566436,20,6,4,1
2025-04-14,P002,50,25.43262538523756,20,0,4,1
2025-04-15,P002,50,26.112024435115362,20,1,4,0
2025-04-16,P002,50,22.11975237959464,20,2,4,0
2025-04-17,P002,50,26.496587081475795,20,3,4,0
2025-04-18,P002,50,25.02832226264011,20,4,4,0
2025-04-19,P002,50,25.90773599639178,20,5,4,0
2025-04-20,P002,50,27.044851696532405,20,6,4,1
2025-04-21,P002,50,24.893809960539027,20,0,4,1
2025-04-22,P002,50,25.526813718752276,20,1,4,0
2025-04-23,P002,50,21.515065454890028,20,2,4,0
2025-04-24,P002,50,25.872423948438293,20,3,4,0
2025-04-25,P002,50,24.384682921272066,20,4,4,0
2025-04-26,P002,50,25.244620446697496,20,5,4,0
2025-04-27,P002,50,26.352221313495413,20,6,4,1
2025-04-28,P002,50,24.191140952507155,20,0,4,1
2025-04-29,P002,50,24.81410608571451,20,1,4,0
2025-04-30,P002,50,20.792319196855633,20,2,4,0
2025-05-01,P002,50,25.139639065400786,20,3,5,0
2025-05-02,P002,50,23.641859413226967,20,4,5,0
2025-05-03,P002,50,24.488330663644525,20,5,5,1
2025-05-04,P002,50,25.59250388045021,20,6,5,1
2025-05-05,P002,50,23.42799586946712,20,0,5,1
2025-05-06,P002,50,24.047533352676744,20,1,5,1
2025-05-07,P002,50,20.022318813817677,20,2,5,0
2025-05-08,P002,50,24.36621103235698,20,3,5,0
2025-05-09,P002,50,22.865003725504167,20,4,5,0
2025-05-10,P002,50,23.711474971261495,20,5,5,1
2025-05-11,P002,50,24.81564818339422,20,6,5,1
2025-05-12,P002,50,22.65114016771626,20,0,5,1
2025-05-13,P002,50,23.27067764624691,20,1,5,1
2025-05-14,P002,50,19.245463102251264,20,2,5,0
2025-05-15,P002,50,23.58935531565429,20,3,5,0
2025-05-16,P002,50,22.08814800833353,20,4,5,0
2025-05-17,P002,50,22.934619253622014,20,5,5,1
2025-05-18,P002,50,24.03879246528512,20,6,5,1
2025-05-19,P002,50,21.874284449154185,20,0,5,1
2025-05-20,P002,50,22.493821917926482,20,1,5,1
2025-05-21,P002,50,18.468607364616776,20,2,5,0
2025-05-22,P002,50,22.812499568711157,20,3,5,0
2025-05-23,P002,50,21.311292252097616,20,4,5,0
2025-05-24,P002,50,22.157763488077467,20,5,5,0
2025-05-25,P002,50,23.261936690445214,20,6,5,1
2025-05-26,P002,50,21.097428666372096,20,0,5,1
2025-05-27,P002,50,21.716966136492953,20,1,5,1
2025-05-28,P002,50,17.691751584546356,20,2,5,0
2025-05-29,P002,50,22.03564379000414,20,3,5,0
2025-05-30,P002,50,20.534436474754795,20,4,5,0
2025-05-31,P002,50,21.380907712077594,20,5,5,0
2025-06-01,P002,50,22.485080915797695,20,6,6,1
2025-06-02,P002,50,20.320572891721586,20,0,6,1
2025-06-03,P002,50,20.940110361856416,20,1,6,1
2025-06-04,P002,50,16.914895809904916,20,2,6,1
2025-06-05,P002,50,21.25878801536431,20,3,6,1
2025-06-06,P002,50,19.75758070010738,20,4,6,1
2025-06-07,P002,50,20.60405193744765,20,5,6,1
2025-06-08,P002,50,21.708225141161336,20,6,6,1
2025-06-09,P002,50,19.543717117087393,20,0,6,1
2025-06-10,P002,50,20.16325458721279,20,1,6,1
2025-06-11,P002,50,16.138040035266414,20,2,6,1
2025-06-12,P002,50,20.481932240731233,20,3,6,1
2025-06-13,P002,50,18.980724925470344,20,4,6,1
2025-06-14,P002,50,19.827196162793793,20,5,6,1
2025-06-15,P002,50,20.93136936652203,20,6,6,1
2025-06-16,P002,50,18.766861342442716,20,0,6,1
2025-06-17,P002,50,19.386398812569166,20,1,6,1
2025-06-18,P002,50,15.361184260626146,20,2,6,1
2025-06-19,P002,50,19.705076466091413,20,3,6,1
2025-06-20,P002,50,18.203869150822722,20,4,6,1
2025-06-21,P002,50,19.050340388163857,20,5,6,1
2025-06-22,P002,50,20.15451359188567,20,6,6,1
2025-06-23,P002,50,17.990005567808524,20,0,6,1
2025-06-24,P002,50,18.609543037929082,20,1,6,1
2025-06-25,P002,50,14.584328485989435,20,2,6,1
2025-06-26,P002,50,18.928220691445283,20,3,6,1
2025-06-27,P002,50,17.427013376196076,20,4,6,1
2025-06-28,P002,50,18.27348461353392,20,5,6,1
2025-06-29,P002,50,19.377657817238152,20,6,6,1
2025-06-30,P002,50,17.21314979316617,20,0,6,1
2025-07-01,P002,50,17.832687263293465,20,1,7,1
2025-07-02,P002,50,13.807472711349158,20,2,7,1
2025-07-03,P002,50,18.151364916798705,20,3,7,1
2025-07-04,P002,50,16.650157601548656,20,4,7,1
2025-07-05,P002,50,17.496628838892025,20,5,7,1
2025-07-06,P002,50,18.600802042612955,20,6,7,1
2025-07-07,P002,50,16.43629401852382,20,0,7,1
2025-07-08,P002,50,17.055831488656928,20,1,7,1
2025-07-09,P002,50,13.030616936708881,20,2,7,1
2025-07-10,P002,50,17.374509142165625,20,3,7,1
2025-07-11,P002,50,15.873301826911623,20,4,7,1
2025-07-12,P002,50,16.719773064260654,20,5,7,1
2025-07-13,P002,50,17.82394626796249,20,6,7,1
2025-07-14,P002,50,15.659438243881471,20,0,7,1
2025-07-15,P002,50,16.278975714013306,20,1,7,1
2025-07-16,P002,50,12.253761162070393,20,2,7,1
2025-07-17,P002,50,16.5976533675195,20,3,7,1
2025-07-18,P002,50,15.09644605227459,20,4,7,1
2025-07-19,P002,50,15.942917289606799,20,5,7,1
2025-07-20,P002,50,17.047090493337297,20,6,7,1
2025-07-21,P002,50,14.882582469247279,20,0,7,1
2025-07-22,P002,50,15.502119939373223,20,1,7,1
2025-07-23,P002,50,11.476905387427166,20,2,7,1
2025-07-24,P002,50,15.820797592886423,20,3,7,1
2025-07-25,P002,50,14.31959027763756,20,4,7,1
2025-07-26,P002,50,15.166061514976862,20,5,7,1
2025-07-27,P002,50,16.270234718689775,20,6,7,1
2025-07-28,P002,50,14.105726694610766,20,0,7,1
2025-07-29,P002,50,14.725264164733138,20,1,7,1
2025-07-30,P002,50,10.700049612792235,20,2,7,1
2025-07-31,P002,50,15.043941818239844,20,3,7,1
2025-08-01,P002,50,13.542734502990143,20,4,8,1
2025-08-02,P002,50,14.389205740334965,20,5,8,1
2025-08-03,P002,50,15.49337894404225,20,6,8,1
2025-08-04,P002,50,13.328870919976573,20,0,8,1
2025-08-05,P002,50,13.94840839009306,20,1,8,1
2025-08-06,P002,50,9.923193838151963,20,2,8,1
2025-08-07,P002,50,14.26708604360677,20,3,8,1
2025-08-08,P002,50,12.765878728352902,20,4,8,1
2025-08-09,P002,50,13.612349965693067,20,5,8,1
2025-08-10,P002,50,14.716523169417057,20,6,8,1
2025-08-11,P002,50,12.55201514532606,20,0,8,1
2025-08-12,P002,50,13.17155261544944,20,1,8,1
2025-08-13,P002,50,9.14633806351052,20,2,8,1
2025-08-14,P002,50,13.490230268973693,20,3,8,1
2025-08-15,P002,50,11.989022953705485,20,4,8,1
2025-08-16,P002,50,12.835494191049742,20,5,8,1
2025-08-17,P002,50,13.939667394769536,20,6,8,1
2025-08-18,P002,50,11.77515937069187,20,0,8,1
2025-08-19,P002,50,12.39469684081736,20,1,8,1
2025-08-20,P002,50,8.369482288870243,20,2,8,1
2025-08-21,P002,50,12.713374494327116,20,3,8,1
2025-08-22,P002,50,11.212167179078834,20,4,8,1
2025-08-23,P002,50,12.058638416407844,20,5,8,1
2025-08-24,P002,50,13.162811620130231,20,6,8,1
2025-08-25,P002,50,10.99830359605768,20,0,8,1
2025-08-26,P002,50,11.617841066177279,20,1,8,1
2025-08-27,P002,50,7.5926265142317515,20,2,8,1
2025-08-28,P002,50,11.93651871969404,20,3,8,1
2025-08-29,P002,50,10.435311404431422,20,4,8,1
2025-08-30,P002,50,11.281782641765949,20,5,8,1
2025-08-31,P002,50,12.385955845482705,20,6,8,1
2025-09-01,P002,50,10.221447821407164,20,0,9,1
2025-09-02,P002,50,10.840985291540736,20,1,9,1
2025-09-03,P002,50,6.815770739593257,20,2,9,1
2025-09-04,P002,50,11.159662945047911,20,3,9,1
2025-09-05,P002,50,9.658455629784005,20,4,9,1
2025-09-06,P002,50,10.504926867136009,20,5,9,1
2025-09-07,P002,50,11.60910007084635,20,6,9,1
2025-09-08,P002,50,9.444592046772977,20,0,9,1
2025-09-09,P002,50,10.064129516905119,20,1,9,1
2025-09-10,P002,50,6.038914964954765,20,2,9,1
2025-09-11,P002,50,10.382807170414837,20,3,9,1
2025-09-12,P002,50,8.881599855157143,20,4,9,1
2025-09-13,P002,50,9.728071092482152,20,5,9,1
2025-09-14,P002,50,10.832244296209991,20,6,9,1
2025-09-15,P002,50,8.667736272136459,20,0,9,1
2025-09-16,P002,50,9.287273742265036,20,1,9,1
2025-09-17,P002,50,5.26205919031449,20,2,9,1
2025-09-18,P002,50,9.60595139577501,20,3,9,1
2025-09-19,P002,50,8.104744080509729,20,4,9,1
2025-09-20,P002,50,8.951215317850785,20,5,9,1
2025-09-21,P002,50,10.055388521573636,20,6,9,1
2025-09-22,P002,50,7.8908804975022715,20,0,9,1
2025-09-23,P002,50,8.510417967621413,20,1,9,1
2025-09-24,P002,50,4.485203415677777,20,2,9,1
2025-09-25,P002,50,8.829095621135181,20,3,9,1
2025-09-26,P002,50,7.327888305883079,20,4,9,1
2025-09-27,P002,50,8.174359543208887,20,5,9,1
2025-09-28,P002,50,9.278532746926112,20,6,9,1
2025-09-29,P002,50,7.114024722851756,20,0,9,1
2025-09-30,P002,50,7.733562192977794,20,1,9,1
2025-10-01,P002,50,3.708347641034556,20,2,10,1
2025-10-02,P002,50,8.052239846495358,20,3,10,1
2025-10-03,P002,50,6.551032531235666,20,4,10,1
2025-10-04,P002,50,7.397503768578948,20,5,10,1
2025-10-05,P002,50,8.501676972300917,20,6,10,1
2025-10-06,P002,50,6.33716894821524,20,0,10,1
2025-10-07,P002,50,6.956706418341252,20,1,10,1
2025-10-08,P002,50,2.9314918663960605,20,2,10,1
2025-10-09,P002,50,7.275384071849226,20,3,10,1
2025-10-10,P002,50,5.774176756598633,20,4,10,1
2025-10-11,P002,50,6.620647993949012,20,5,10,1
2025-10-12,P002,50,7.724821197650452,20,6,10,1
2025-10-13,P002,50,5.56031317357289,20,0,10,1
2025-10-14,P002,50,6.179850643697632,20,1,10,1
2025-10-15,P002,50,2.1546360917557843,20,2,10,1
2025-10-16,P002,50,6.498528297209399,20,3,10,1
2025-10-17,P002,50,4.997320981961386,20,4,10,1
2025-10-18,P002,50,5.843792219295156,20,5,10,1
2025-10-19,P002,50,6.947965423014092,20,6,10,1
2025-10-20,P002,50,4.783457398938698,20,0,10,1
2025-10-21,P002,50,5.402994869057549,20,1,10,1
2025-10-22,P002,50,1.3777803171155112,20,2,10,1
2025-10-23,P002,50,5.721672522576325,20,3,10,1
2025-10-24,P002,50,4.220465207324358,20,4,10,1
2025-10-25,P002,50,5.066936444665219,20,5,10,1
2025-10-26,P002,50,6.171109648377738,20,6,10,1
2025-10-27,P002,50,4.006601624296345,20,0,10,1
2025-10-28,P002,50,4.626139094425469,20,1,10,1
2025-10-29,P002,50,0.6009245424787988,20,2,10,1
2025-10-30,P002,50,4.944816747929745,20,3,10,1
2025-10-31,P002,50,3.44360943267694,20,4,10,1
2025-11-01,P002,50,4.290080670023322,20,5,11,1
2025-11-02,P002,50,5.394253873738433,20,6,11,1
2025-11-03,P002,50,3.229745849662157,20,0,11,1
2025-11-04,P002,50,3.84928331978539,20,1,11,1
2025-11-05,P002,50,-0.17593123216147388,20,2,11,1
2025-11-06,P002,50,4.1679609732966725,20,3,11,1
2025-11-07,P002,50,2.6667536580399065,20,4,11,1
2025-11-08,P002,50,3.5132248953799925,20,5,11,1
2025-11-09,P002,50,4.617398099102074,20,6,11,1
2025-11-10,P002,50,2.452890075011642,20,0,11,1
2025-11-11,P002,50,3.0724275451417666,20,1,11,1
2025-11-12,P002,50,-0.9527870068011359,20,2,11,1
2025-11-13,P002,50,3.3911051986505414,20,3,11,1
2025-11-14,P002,50,1.8898978833924946,20,4,11,1
2025-11-15,P002,50,2.7363691207380985,20,5,11,1
2025-11-16,P002,50,3.8405423244657184,20,6,11,1
2025-11-17,P002,50,1.6760343003774538,20,0,11,1
2025-11-18,P002,50,2.2955717705016836,20,1,11,1
2025-11-19,P002,50,-1.729642781441412,20,2,11,1
2025-11-20,P002,50,2.6142494240107137,20,3,11,1
2025-11-21,P002,50,1.1130421087658435,20,4,11,1
2025-11-22,P002,50,1.9595133460961998,20,5,11,1
2025-11-23,P002,50,3.0636865498181933,20,6,11,1
2025-11-24,P002,50,0.8991785257409373,20,0,11,1
2025-11-25,P002,50,1.5187159958580643,20,1,11,1
2025-11-26,P002,50,-2.506498556079903,20,2,11,1
2025-11-27,P002,50,1.8373936493708896,20,3,11,1
2025-11-28,P002,50,0.33618633411843113,20,4,11,1
2025-11-29,P002,50,1.1826575714528709,20,5,11,1
2025-11-30,P002,50,2.2868307751706682,20,6,11,1
2025-12-01,P002,50,0.12232275109858379,20,0,12,1
2025-12-02,P002,50,0.741860221221522,20,1,12,1
2025-12-03,P002,50,-3.283354330718397,20,2,12,1
2025-12-04,P002,50,1.060537874737812,20,3,12,1
2025-12-05,P002,50,-0.4406694405188152,20,4,12,1
2025-12-06,P002,50,0.40580179682293555,20,5,12,1
2025-12-07,P002,50,1.5099750005343135,20,6,12,1
2025-12-08,P002,50,-0.6545330235437656,20,0,12,1
2025-12-09,P002,50,-0.03499555341055449,20,1,12,1
2025-12-10,P002,50,-4.060210105359837,20,2,12,1
2025-12-11,P002,50,0.2836821001047305,20,3,12,1
2025-12-12,P002,50,-1.2175252151558529,20,4,12,1
2025-12-13,P002,50,-0.37105397783092575,20,5,12,1
2025-12-14,P002,50,0.7331192258979498,20,6,12,1
2025-12-15,P002,50,-1.431388798177962,20,0,12,1
2025-12-16,P002,50,-0.8118513280506328,20,1,12,1
2025-12-17,P002,50,-4.837065880000109,20,2,12,1
2025-12-18,P002,50,-0.4931736745350854,20,3,12,1
2025-12-19,P002,50,-1.9943809897928741,20,4,12,1
2025-12-20,P002,50,-1.1479097524608526,20,5,12,1
2025-12-21,P002,50,-0.04373654874134214,20,6,12,1
2025-12-22,P002,50,-2.20824457281215,20,0,12,1
2025-12-23,P002,50,-1.588707102694261,20,1,12,1
2025-12-24,P002,50,-5.613921654636826,20,2,12,1
2025-12-25,P002,50,-1.270029449174918,20,3,12,1
2025-12-26,P002,50,-2.7712367644301246,20,4,12,1
2025-12-27,P002,50,-1.9247655271027553,20,5,12,1
2025-12-28,P002,50,-0.8205923233888717,20,6,12,1
2025-12-29,P002,50,-2.9851003474544995,20,0,12,1
2025-12-30,P002,50,-2.3655628773343396,20,1,12,1
2025-12-31,P002,50,-6.390777429277099,20,2,12,1
2026-01-01,P002,50,-2.0468852238210444,20,3,1,1
2026-01-02,P002,50,-3.548092539067154,20,4,1,1
2026-01-03,P002,50,-2.7016213017326907,20,5,1,1
2026-01-04,P002,50,-1.5974480980140606,20,6,1,1
2026-01-05,P002,50,-3.7619561221073345,20,0,1,1
2026-01-06,P002,50,-3.142418651966416,20,1,1,1
2026-01-07,P002,50,-7.16763320391559,20,2,1,1
2026-01-08,P002,50,-2.823740998454126,20,3,1,1
2026-01-09,P002,50,-4.324948313714575,20,4,1,1
2026-01-10,P002,50,-3.478477076374593,20,5,1,1
2026-01-11,P002,50,-2.3743038726615904,20,6,1,1
2026-01-12,P002,50,-4.538811896741531,20,0,1,1
2026-01-13,P002,50,-3.9192744266065023,20,1,1,1
2026-01-14,P002,50,-7.944488978555871,20,2,1,1
2026-01-15,P002,50,-3.600596773100701,20,3,1,1
2026-01-16,P002,50,-5.101804088341221,20,4,1,1
2026-01-17,P002,50,-4.2553328510179185,20,5,1,1
2026-01-18,P002,50,-3.151159647297945,20,6,1,1
2026-01-19,P002,50,-5.315667671375719,20,0,1,1
2026-01-20,P002,50,-4.6961302012501225,20,1,1,1
2026-01-21,P002,50,-8.72134475319436,20,2,1,1
2026-01-22,P002,50,-4.377452547740076,20,3,1,1
2026-01-23,P002,50,-5.878659862988634,20,4,1,1
2026-01-24,P002,50,-5.032188625659812,20,5,1,1
2026-01-25,P002,50,-3.928015421945466,20,6,1,1
2026-01-26,P002,50,-6.092523446018068,20,0,1,1
2026-01-27,P002,50,-5.472985975886661,20,1,1,1
2026-01-28,P002,50,-9.4982005278358,20,2,1,1
2026-01-29,P002,50,-5.154308322386651,20,3,1,1
2026-01-30,P002,50,-6.6555156376360545,20,4,1,1
2026-01-31,P002,50,-5.809044400289756,20,5,1,1
2026-02-01,P002,50,-4.704871196581829,20,6,2,1
2026-02-02,P002,50,-6.869379220646427,20,0,2,1
2026-02-03,P002,50,-6.249841750530289,20,1,2,1
2026-02-04,P002,50,-10.2750563024743,20,2,2,1
2026-02-05,P002,50,-5.931164097019733,20,3,2,1
2026-02-06,P002,50,-7.432371412273084,20,4,2,1
2026-02-07,P002,50,-6.5859001749436095,20,5,2,1
2026-02-08,P002,50,-5.481726971209963,20,6,2,1
2026-02-09,P002,50,-7.646234995296939,20,0,2,1
2026-02-10,P002,50,-7.0266975251739066,20,1,2,1
2026-02-11,P002,50,-11.051912077114572,20,2,2,1
2026-02-12,P002,50,-6.708019871659557,20,3,2,1
2026-02-13,P002,50,-8.209227186920709,20,4,2,1
2026-02-14,P002,50,-7.362755949573545,20,5,2,1
2026-02-15,P002,50,-6.258582745846319,20,6,2,1
2026-02-16,P002,50,-8.423090769931125,20,0,2,1
2026-02-17,P002,50,-7.803553299813985,20,1,2,1
2026-02-18,P002,50,-11.828767851751282,20,2,2,1
2026-02-19,P002,50,-7.484875646299382,20,3,2,1
2026-02-20,P002,50,-8.986082961547355,20,4,2,1
2026-02-21,P002,50,-8.13961172420348,20,5,2,1
2026-02-22,P002,50,-7.035438520493848,20,6,2,1
2026-02-23,P002,50,-9.199946544573484,20,0,2,1
2026-02-24,P002,50,-8.58040907444961,20,1,2,1
2026-02-25,P002,50,-12.605623626394511,20,2,2,1
2026-02-26,P002,50,-8.261731420939213,20,3,2,1
2026-02-27,P002,50,-9.762938736194776,20,4,2,1
2026-02-28,P002,50,-8.916467498845382,20,5,2,1
2026-03-01,P002,50,-7.812294295133148,20,6,3,1
2026-03-02,P002,50,-9.976802319215833,20,0,3,1
2026-03-03,P002,50,-9.35726484908615,20,1,3,1
2026-03-04,P002,50,-13.382479401031219,20,2,3,1
2026-03-05,P002,50,-9.038587195572287,20,3,3,1
2026-03-06,P002,50,-10.539794510831806,20,4,3,1
2026-03-07,P002,50,-9.693323273488707,20,5,3,1
2026-03-08,P002,50,-8.58915006978067,20,6,3,1
2026-03-09,P002,50,-10.753658093858183,20,0,3,1
2026-03-10,P002,50,-10.134120623729768,20,1,3,1
2026-03-11,P002,50,-14.159335175671492,20,2,3,1
2026-03-12,P002,50,-9.815442970218413,20,3,3,1
2026-03-13,P002,50,-11.316650285468835,20,4,3,1
2026-03-14,P002,50,-10.47017904814256,20,5,3,1
2026-03-15,P002,50,-9.366005844405858,20,6,3,1
2026-03-16,P002,50,-11.53051386849238,20,0,3,1
2026-03-17,P002,50,-10.910976398369856,20,1,3,1
2026-03-18,P002,50,-14.936190950311772,20,2,3,1
2026-03-19,P002,50,-10.592298744851494,20,3,3,1
2026-03-20,P002,50,-12.093506060105874,20,4,3,1
2026-03-21,P002,50,-11.247034822772504,20,5,3,1
2026-03-22,P002,50,-10.142861619053388,20,6,3,1
2026-03-23,P002,50,-12.307369643128892,20,0,3,1
2026-03-24,P002,50,-11.687832173001931,20,1,3,1
2026-03-25,P002,50,-15.713046724948482,20,2,3,1
2026-03-26,P002,50,-11.369154519498071,20,3,3,1
2026-03-27,P002,50,-12.870361834753286,20,4,3,1
2026-03-28,P002,50,-12.023890597415829,20,5,3,1
2026-03-29,P002,50,-10.919717393700909,20,6,3,1
2026-03-30,P002,50,-13.084225417763077,20,0,3,1
2026-03-31,P002,50,-12.46468794764201,20,1,3,1
2025-01-01,P003,50,16.761410153944283,20,2,1,1
2025-01-02,P003,50,16.95807896199898,20,3,1,1
2025-01-03,P003,50,16.80927393206015,20,4,1,1
2025-01-04,P003,50,19.329144588650987,20,5,1,1
2025-01-05,P003,50,21.144257337232695,20,6,1,1
2025-01-06,P003,50,19.766417952409604,20,0,1,1
2025-01-07,P003,50,19.28517936188419,20,1,1,1
2025-01-08,P003,50,17.232365230326383,20,2,1,1
2025-01-09,P003,50,17.42903402656805,20,3,1,1
2025-01-10,P003,50,17.28022898481594,20,4,1,1
2025-01-11,P003,50,19.800099629602585,20,5,1,1
2025-01-12,P003,50,21.61521236636987,20,6,1,1
2025-01-13,P003,50,20.237372967668968,20,0,1,1
2025-01-14,P003,50,19.756134375074215,20,1,1,1
2025-01-15,P003,50,17.703320241450605,20,2,1,1
2025-01-16,P003,50,17.899989035627417,20,3,1,1
2025-01-17,P003,50,17.75118399181233,20,4,1,1
2025-01-18,P003,50,20.27105463451952,20,5,1,1
2025-01-19,P003,50,22.086167374537304,20,6,1,1
2025-01-20,P003,50,20.70832798114917,20,0,1,1
2025-01-21,P003,50,20.227089393857618,20,1,1,1
2025-01-22,P003,50,18.174275265543585,20,2,1,1
2025-01-23,P003,50,18.370944065030184,20,3,1,1
2025-01-24,P003,50,18.222139026523696,20,4,1,1
2025-01-25,P003,50,20.742009674556655,20,5,1,1
2025-01-26,P003,50,22.557122414600105,20,6,1,1
2025-01-27,P003,50,21.17928302123144,20,0,1,1
2025-01-28,P003,50,20.698044433958987,20,1,1,1
2025-01-29,P003,50,18.64523030566485,20,2,1,1
2025-01-30,P003,50,18.84189910516992,20,3,1,1
2025-01-31,P003,50,18.693094055957026,20,4,1,1
2025-02-01,P003,50,21.212964693272284,20,5,2,0
2025-02-02,P003,50,23.028077422589536,20,6,2,1
2025-02-03,P003,50,21.650238018498918,20,0,2,1
2025-02-04,P003,50,21.168999420508868,20,1,2,1
2025-02-05,P003,50,19.1161852885458,20,2,2,0
2025-02-06,P003,50,19.31285408437948,20,3,2,0
2025-02-07,P003,50,19.16404904222071,20,4,2,0
2025-02-08,P003,50,21.68391968659727,20,5,2,0
2025-02-09,P003,50,23.499032422969165,20,6,2,1
2025-02-10,P003,50,22.1211930259271,20,0,2,1
2025-02-11,P003,50,21.639954436455866,20,1,2,1
2025-02-12,P003,50,19.58714030595422,20,2,2,0
2025-02-13,P003,50,19.783809103252068,20,3,2,0
2025-02-14,P003,50,19.635004062555794,20,4,2,0
2025-02-15,P003,50,22.154874708397355,20,5,2,0
2025-02-16,P003,50,23.969987446222742,20,6,2,1
2025-02-17,P003,50,22.5921480464175,20,0,2,1
2025-02-18,P003,50,22.11090945271893,20,1,2,1
2025-02-19,P003,50,20.058095317990144,20,2,2,0
2025-02-20,P003,50,20.254764111058613,20,3,2,0
2025-02-21,P003,50,20.105959066137626,20,4,2,0
2025-02-22,P003,50,22.625829707749375,20,5,2,0
2025-02-23,P003,50,24.44094243193375,20,6,2,1
2025-02-24,P003,50,23.063103022710497,20,0,2,1
2025-02-25,P003,50,22.58186441959264,20,1,2,1
2025-02-26,P003,50,20.529050275445453,20,2,2,0
2025-02-27,P003,50,20.725719059101,20,3,2,0
2025-02-28,P003,50,20.576913998485164,20,4,2,0
2025-03-01,P003,50,23.096784624406492,20,5,3,0
2025-03-02,P003,50,24.911897342307956,20,6,3,0
2025-03-03,P003,50,23.534057926813684,20,0,3,1
2025-03-04,P003,50,23.05281931742268,20,1,3,0
2025-03-05,P003,50,21.000005166995876,20,2,3,0
2025-03-06,P003,50,21.196673934614036,20,3,3,0
2025-03-07,P003,50,21.047868864236904,20,4,3,0
2025-03-08,P003,50,23.567739480400146,20,5,3,0
2025-03-09,P003,50,25.382852188537644,20,6,3,0
2025-03-10,P003,50,24.00501276328613,20,0,3,1
2025-03-11,P003,50,23.52377414413302,20,1,3,0
2025-03-12,P003,50,21.470959925555892,20,2,3,0
2025-03-13,P003,50,21.667628634787874,20,3,3,0
2025-03-14,P003,50,21.518823506022024,20,4,3,0
2025-03-15,P003,50,24.03869406378539,20,5,3,0
2025-03-16,P003,50,25.85380671354725,20,6,3,0
2025-03-17,P003,50,24.47596722989785,20,0,3,1
2025-03-18,P003,50,23.994724630803187,20,1,3,0
